indirected
868,22
678,224
978,59
783,111
852,321
697,314
978,191
767,62
781,75
992,118
812,83
821,161
902,175
924,281
789,65
751,172
766,108
866,320
792,238
864,313
902,14
732,167
889,258
907,165
812,174
928,245
833,84
960,150
906,263
873,174
698,202
781,120
997,236
773,116
909,212
991,167
956,287
848,212
929,278
975,39
799,216
893,66
838,44
853,199
684,193
772,5
775,129
806,281
965,284
895,13
970,226
676,111
870,24
833,238
985,48
